Time (seconds),time_ms,value,label
141.33,140130,70,medium
141.44,140237,77,medium
141.55,140341,41,medium
141.65,140445,0,medium
141.77,140570,17,medium
141.88,140677,0,medium
141.99,140781,59,medium
142.09,140885,69,medium
142.19,140989,35,medium
142.30,141093,96,medium
142.40,141197,21,medium
142.51,141301,45,medium
142.61,141405,0,medium
142.71,141509,0,medium
142.82,141613,0,medium
142.94,141737,0,medium
143.05,141841,0,medium
143.15,141945,0,medium
143.25,142049,0,medium
143.36,142153,0,medium
143.46,142257,0,medium
143.57,142362,0,medium
143.67,142469,0,medium
143.78,142573,13,medium
143.88,142677,0,medium
143.99,142781,0,medium
144.11,142905,69,medium
144.21,143010,79,medium
144.32,143117,0,medium
144.43,143221,0,medium
144.53,143325,0,medium
144.63,143430,0,medium
144.74,143537,103,medium
144.85,143641,88,medium
144.95,143745,72,medium
145.05,143849,0,medium
145.16,143953,0,medium
145.29,144081,0,medium
145.39,144185,0,medium
145.49,144289,0,medium
145.60,144393,0,medium
145.70,144497,0,medium
145.81,144606,35,medium
145.92,144713,0,medium
146.02,144817,4,medium
146.13,144921,67,medium
146.23,145026,31,medium
146.34,145133,0,medium
146.46,145257,78,medium
146.57,145361,67,medium
146.67,145465,0,medium
146.77,145569,0,medium
146.88,145673,0,medium
146.98,145777,0,medium
147.09,145881,0,medium
147.19,145986,0,medium
147.30,146093,0,medium
147.40,146197,0,medium
147.51,146301,0,medium
147.63,146425,0,medium
147.73,146529,26,medium
147.84,146633,65,medium
147.94,146737,0,medium
148.05,146841,0,medium
148.15,146945,39,medium
148.25,147050,69,medium
148.36,147157,60,medium
148.47,147261,56,medium
148.57,147365,50,medium
148.67,147469,19,medium
148.80,147594,63,medium
148.91,147702,41,medium
149.01,147809,4,medium
149.12,147913,0,medium
149.22,148017,7,medium
149.33,148122,1,medium
149.43,148229,19,medium
149.54,148333,54,medium
149.64,148437,0,medium
149.75,148541,24,medium
149.85,148649,52,medium
149.98,148774,0,medium
150.09,148881,60,medium
150.19,148985,7,medium
150.29,149089,26,medium
150.40,149193,0,medium
150.50,149297,0,medium
150.61,149401,0,medium
150.71,149505,0,medium
150.81,149609,0,medium
150.92,149713,0,medium
151.02,149817,0,medium
151.15,149945,0,medium
151.25,150049,0,medium
151.36,150153,0,medium
151.46,150257,0,medium
151.57,150365,28,medium
151.68,150473,0,medium
151.79,150581,0,medium
151.89,150686,0,medium
152.00,150793,0,medium
152.10,150897,44,medium
152.21,151002,4,medium
152.33,151125,119,medium
152.43,151229,105,medium
152.54,151333,48,medium
152.64,151437,96,medium
152.75,151542,83,medium
152.85,151650,7,medium
152.96,151757,65,medium
153.07,151861,26,medium
153.17,151965,45,medium
153.27,152069,42,medium
153.40,152197,0,medium
153.51,152301,41,medium
153.61,152405,0,medium
153.71,152509,0,medium
153.82,152613,66,medium
153.92,152718,92,medium
154.03,152825,65,medium
154.13,152929,19,medium
154.24,153033,68,medium
154.34,153137,11,medium
154.45,153246,59,medium
154.58,153373,0,medium
154.68,153477,0,medium
154.79,153581,43,medium
154.89,153685,0,medium
154.99,153789,32,medium
155.10,153893,0,medium
155.20,153997,0,medium
155.31,154101,0,medium
155.41,154205,0,medium
155.51,154309,0,medium
155.62,154413,0,medium
155.75,154541,0,medium
155.85,154645,0,medium
155.95,154749,0,medium
156.06,154853,0,medium
156.17,154962,0,medium
156.27,155069,0,medium
156.38,155173,0,medium
156.48,155277,0,medium
156.59,155381,0,medium
156.69,155485,0,medium
156.79,155590,0,medium
156.92,155717,0,medium
157.03,155821,0,medium
157.13,155925,0,medium
157.23,156029,0,medium
157.34,156133,0,medium
157.45,156241,0,medium
157.55,156345,0,medium
157.65,156449,0,medium
157.76,156553,0,medium
157.87,156662,0,medium
157.97,156769,0,medium
158.20,156997,7,medium
158.31,157101,0,medium
158.41,157205,11,medium
158.51,157310,4,medium
158.62,157417,9,medium
158.73,157521,0,medium
158.83,157625,0,medium
158.93,157729,0,medium
159.04,157838,47,medium
159.15,157945,11,medium
159.25,158049,0,medium
159.38,158177,0,medium
159.49,158281,0,medium
159.59,158385,72,medium
159.69,158489,83,medium
159.80,158593,40,medium
159.90,158697,46,medium
160.01,158801,7,medium
160.11,158905,0,medium
160.21,159009,0,medium
160.32,159113,7,medium
160.42,159217,0,medium
160.55,159345,83,medium
160.65,159449,35,medium
160.76,159558,40,medium
160.87,159665,0,medium
160.97,159769,0,medium
161.08,159873,0,medium
161.18,159977,0,medium
161.29,160086,0,medium
161.40,160193,54,medium
161.50,160297,51,medium
161.61,160401,45,medium
161.73,160529,0,medium
161.84,160634,19,medium
161.95,160741,32,medium
162.05,160845,19,medium
162.15,160949,0,medium
162.26,161054,40,medium
162.37,161161,0,medium
162.47,161265,0,medium
162.57,161369,0,medium
162.68,161473,15,medium
162.78,161577,0,medium
162.91,161705,37,medium
163.01,161810,0,medium
163.12,161918,1,medium
163.23,162025,0,medium
163.33,162129,0,medium
163.44,162233,0,medium
163.55,162341,0,medium
163.65,162445,0,medium
163.75,162549,0,medium
163.86,162653,0,medium
163.96,162757,0,medium
164.09,162886,0,medium
164.20,162993,0,medium
164.30,163097,0,medium
164.41,163201,0,medium
164.51,163305,0,medium
164.61,163409,0,medium
164.72,163514,0,medium
164.83,163621,0,medium
164.93,163725,0,medium
165.03,163829,0,medium
165.14,163934,0,medium
165.27,164065,0,medium
165.37,164169,0,medium
165.48,164273,0,medium
165.58,164377,73,medium
165.69,164481,39,medium
165.79,164586,57,medium
165.90,164694,7,medium
166.01,164801,0,medium
166.11,164905,0,medium
166.21,165009,0,medium
166.32,165113,0,medium
166.45,165241,0,medium
166.55,165345,0,medium
166.65,165449,0,medium
166.76,165553,0,medium
166.86,165657,0,medium
166.97,165762,0,medium
167.07,165869,0,medium
167.18,165973,0,medium
167.28,166077,0,medium
167.39,166181,0,medium
167.49,166286,0,medium
167.62,166413,0,medium
167.72,166517,0,medium
167.83,166621,0,medium
167.93,166725,0,medium
168.03,166830,0,medium
168.14,166937,0,medium
168.25,167041,0,medium
168.35,167145,0,medium
168.45,167249,0,medium
168.56,167353,0,medium
168.66,167457,0,medium
168.77,167561,63,medium
168.89,167686,42,medium
169.00,167793,0,medium
169.10,167897,0,medium
169.21,168006,72,medium
169.32,168113,77,medium
169.42,168217,0,medium
169.53,168321,0,medium
169.63,168425,0,medium
169.73,168529,0,medium
169.84,168633,0,medium
169.95,168746,0,medium
170.07,168861,0,medium
170.17,168965,0,medium
170.28,169073,0,medium
170.38,169177,0,medium
170.49,169281,0,medium
170.59,169385,0,medium
170.69,169489,0,medium
170.80,169593,0,medium
170.90,169698,0,medium
171.01,169805,0,medium
171.11,169909,0,medium
171.24,170033,0,medium
171.34,170137,0,medium
171.45,170241,0,medium
171.55,170346,0,medium
171.66,170453,0,medium
171.76,170558,0,medium
171.87,170665,0,medium
171.97,170769,0,medium
172.08,170873,0,medium
172.18,170977,0,medium
172.29,171081,0,medium
172.41,171205,0,medium
172.51,171309,0,medium
172.62,171413,0,medium
172.72,171517,0,medium
172.83,171621,0,medium
172.93,171725,0,medium
173.03,171829,0,medium
173.14,171933,0,medium
173.24,172037,0,medium
173.35,172142,0,medium
173.45,172249,0,medium
173.58,172373,0,medium
173.68,172477,0,medium
173.79,172582,0,medium
173.89,172689,0,medium
174.00,172793,0,medium
174.10,172897,24,medium
174.21,173001,0,medium
174.31,173105,0,medium
174.41,173209,0,quiet
174.52,173313,0,quiet
174.62,173417,4,quiet
174.75,173545,0,quiet
174.85,173649,0,quiet
174.96,173753,0,quiet
175.06,173857,0,quiet
175.17,173961,0,quiet
175.27,174065,0,quiet
175.37,174169,0,quiet
175.48,174273,0,quiet
175.58,174378,0,quiet
175.69,174486,0,quiet
175.80,174593,0,quiet
175.90,174697,0,quiet
176.03,174821,0,quiet
176.13,174926,0,quiet
176.24,175033,0,quiet
176.34,175137,0,quiet
176.45,175241,0,quiet
176.55,175345,0,quiet
176.65,175449,0,quiet
176.76,175555,0,quiet
176.87,175662,0,quiet
176.97,175769,0,quiet
177.08,175873,0,quiet
177.31,176109,0,quiet
177.42,176213,0,quiet
177.53,176321,0,quiet
177.63,176425,60,quiet
177.73,176529,92,quiet
177.84,176633,127,quiet
177.94,176737,87,quiet
178.05,176841,94,quiet
178.15,176945,60,quiet
178.25,177049,31,quiet
178.36,177153,0,quiet
178.46,177257,4,quiet
178.59,177381,0,quiet
178.69,177485,0,quiet
178.79,177589,0,quiet
178.90,177693,21,quiet
179.00,177797,0,quiet
179.11,177902,0,quiet
179.21,178010,0,quiet
179.32,178117,11,quiet
179.43,178221,56,quiet
179.53,178325,0,quiet
179.63,178429,0,quiet
179.76,178557,0,quiet
179.87,178661,0,quiet
179.97,178765,0,quiet
180.07,178869,0,quiet
180.18,178974,0,loud
180.29,179081,0,loud
180.39,179185,0,loud
180.49,179290,0,loud
180.60,179397,0,loud
180.71,179501,0,loud
180.81,179606,0,loud
180.92,179713,26,loud
181.04,179837,0,loud
181.15,179941,117,loud
181.25,180045,69,loud
181.35,180149,149,loud
181.46,180253,121,loud
181.56,180358,75,loud
181.67,180465,0,loud
181.77,180569,144,loud
181.88,180674,93,loud
181.99,180781,9,loud
182.09,180885,136,loud
182.19,180989,44,loud
182.32,181113,63,loud
182.42,181218,160,loud
182.53,181325,142,loud
182.63,181429,151,loud
182.74,181533,82,loud
182.84,181637,98,loud
182.95,181741,0,loud
183.05,181849,0,loud
183.16,181953,0,loud
183.26,182057,0,loud
183.37,182161,0,loud
183.49,182289,0,loud
183.60,182394,0,loud
183.71,182501,0,loud
183.81,182605,121,loud
183.91,182709,168,loud
184.02,182813,67,loud
184.12,182917,9,loud
184.23,183021,165,loud
184.33,183126,45,loud
184.44,183233,129,loud
184.54,183337,106,loud
184.65,183441,150,loud
184.77,183566,28,loud
184.88,183673,21,loud
184.98,183777,142,loud
185.09,183881,110,loud
185.19,183985,52,loud
185.29,184089,56,loud
185.40,184195,141,loud
185.51,184302,107,loud
185.61,184409,37,loud
185.72,184513,1,loud
185.82,184617,85,loud
185.95,184746,46,loud
186.06,184853,24,loud
186.16,184958,0,loud
186.27,185065,0,loud
186.37,185169,0,loud
186.48,185274,0,loud
186.59,185381,0,loud
186.69,185485,0,loud
186.79,185589,0,loud
186.90,185693,0,loud
187.00,185797,0,loud
187.11,185901,65,loud
187.23,186026,11,loud
187.34,186133,98,loud
187.44,186237,86,loud
187.55,186341,13,loud
187.65,186445,46,loud
187.75,186549,13,loud
187.86,186653,78,loud
187.96,186757,119,loud
188.07,186861,128,loud
188.17,186965,137,loud
188.27,187069,81,loud
188.38,187173,0,loud
188.50,187297,0,loud
188.61,187401,0,loud
188.71,187505,125,loud
188.81,187610,49,loud
188.92,187717,119,loud
189.03,187821,88,loud
189.13,187925,140,loud
189.23,188029,137,loud
189.34,188134,168,loud
189.45,188241,125,loud
189.55,188345,69,loud
189.68,188473,35,loud
189.78,188577,0,loud
189.89,188681,0,loud
189.99,188785,0,loud
190.09,188889,0,loud
190.20,188993,147,loud
190.30,189098,96,loud
190.41,189205,7,loud
190.51,189309,49,loud
190.62,189413,99,loud
190.72,189518,103,loud
190.83,189625,134,loud
190.96,189753,28,loud
191.06,189857,47,loud
191.17,189962,144,loud
191.27,190069,65,loud
191.38,190173,103,loud
191.48,190277,101,loud
191.59,190381,139,loud
191.69,190485,100,loud
191.79,190589,83,loud
191.90,190693,0,loud
192.00,190797,0,loud
192.11,190901,0,loud
192.23,191025,0,loud
192.33,191130,0,loud
192.44,191237,0,loud
192.55,191341,0,loud
192.65,191445,123,loud
192.75,191549,126,loud
192.86,191653,59,loud
192.97,191762,7,loud
193.07,191869,151,loud
193.18,191977,73,loud
193.29,192081,119,loud
193.41,192210,21,loud
193.52,192317,94,loud
193.63,192421,117,loud
193.73,192525,81,loud
193.83,192629,54,loud
193.94,192733,1,loud
194.04,192838,35,loud
194.15,192945,115,loud
194.25,193049,78,loud
194.36,193153,122,loud
194.46,193257,0,loud
194.57,193361,85,loud
194.69,193489,119,loud
194.80,193593,65,loud
194.90,193698,7,loud
195.01,193805,0,loud
195.11,193909,0,loud
195.22,194013,0,loud
195.32,194117,15,loud
195.43,194221,102,loud
195.53,194325,86,loud
195.63,194429,35,loud
195.74,194533,74,loud
195.84,194637,97,loud
195.97,194762,64,loud
196.07,194869,0,loud
196.18,194973,0,loud
196.28,195077,107,loud
196.39,195182,103,loud
196.49,195289,0,loud
196.60,195393,147,loud
196.70,195497,61,loud
196.81,195602,41,loud
196.91,195709,37,loud
197.02,195818,0,loud
197.25,196045,0,loud
197.35,196149,0,loud
197.46,196253,21,loud
197.56,196358,152,loud
197.67,196465,67,loud
197.77,196569,127,loud
197.88,196674,43,loud
197.99,196781,0,loud
198.09,196885,0,loud
198.19,196989,0,loud
198.30,197093,97,loud
198.40,197197,111,loud
198.53,197325,105,loud
198.63,197429,88,loud
198.74,197534,113,loud
198.85,197642,119,loud
198.95,197749,32,loud
199.06,197853,0,loud
199.16,197957,0,loud
199.27,198061,0,loud
199.37,198165,135,loud
199.47,198269,35,loud
199.58,198373,73,loud
199.68,198477,58,loud
199.81,198601,42,loud
199.91,198705,128,loud
200.02,198813,97,loud
200.12,198917,0,loud
200.23,199021,0,loud
200.33,199125,0,loud
200.43,199229,0,loud
200.54,199337,0,loud
200.65,199441,78,loud
200.75,199545,40,loud
200.85,199649,130,loud
200.97,199761,51,loud
201.08,199878,42,loud
201.19,199985,139,loud
201.29,200089,0,loud
201.40,200193,150,loud
201.50,200297,112,loud
201.61,200405,57,loud
201.71,200510,1,loud
201.82,200617,0,loud
201.93,200721,0,loud
202.03,200825,0,loud
202.13,200929,84,loud
202.26,201057,105,loud
202.37,201161,36,loud
202.47,201265,0,loud
202.57,201369,106,loud
202.68,201473,104,loud
202.79,201582,0,loud
202.89,201689,0,loud
203.00,201794,0,loud
203.11,201901,0,loud
203.21,202005,0,loud
203.31,202109,0,loud
203.42,202213,0,loud
203.54,202338,0,loud
203.65,202445,0,loud
203.75,202549,145,loud
203.86,202653,123,loud
203.96,202758,107,loud
204.07,202865,37,loud
204.17,202969,42,loud
204.28,203073,115,loud
204.38,203177,92,loud
204.49,203281,36,loud
204.59,203385,0,loud
204.69,203490,4,loud
204.82,203617,139,loud
204.93,203721,58,loud
205.03,203825,71,loud
205.13,203930,112,loud
205.24,204037,103,loud
205.35,204141,140,loud
205.45,204245,24,loud
205.55,204349,0,loud
205.66,204453,121,loud
205.76,204558,71,loud
205.87,204665,9,loud
206.00,204793,0,loud
206.10,204897,0,loud
206.21,205001,0,loud
206.31,205105,0,loud
206.41,205209,0,loud
206.52,205314,0,loud
206.63,205421,0,loud
206.73,205525,49,loud
206.83,205629,33,loud
206.94,205733,137,loud
207.04,205837,142,loud
207.15,205941,55,loud
207.27,206069,137,loud
207.38,206173,97,loud
207.48,206278,47,loud
207.59,206385,92,loud
207.69,206489,104,loud
207.80,206593,135,loud
207.90,206697,36,loud
208.01,206802,69,loud
208.11,206909,114,loud
208.22,207013,36,loud
208.32,207117,86,loud
208.43,207221,93,loud
208.55,207350,87,loud
208.66,207457,44,loud
208.77,207561,11,loud
208.87,207665,85,loud
208.97,207769,120,loud
209.08,207873,59,loud
209.18,207978,1,loud
209.29,208085,0,loud
209.39,208189,33,loud
209.50,208294,124,loud
209.61,208401,49,loud
209.73,208529,105,loud
209.84,208633,95,loud
209.94,208737,57,loud
210.05,208841,39,loud
210.15,208945,0,loud
210.25,209049,0,loud
210.36,209153,0,loud
210.46,209257,0,loud
210.57,209361,0,loud
210.67,209465,0,loud
210.77,209569,0,loud
210.88,209673,0,loud
211.01,209801,0,loud
211.11,209905,0,loud
211.21,210009,0,loud
211.32,210114,0,loud
211.43,210221,120,loud
211.53,210325,9,loud
211.63,210429,147,loud
211.74,210533,51,loud
211.84,210637,155,loud
211.95,210741,128,loud
212.05,210845,123,loud
212.15,210949,121,loud
212.28,211074,24,loud
212.39,211181,0,loud
212.49,211285,0,loud
212.59,211389,24,loud
212.70,211493,60,loud
212.80,211597,151,loud
212.91,211701,43,loud
213.01,211805,97,loud
213.11,211909,126,loud
213.22,212013,9,loud
213.32,212117,0,loud
213.45,212245,0,loud
213.55,212349,0,loud
213.66,212453,94,loud
213.77,212561,106,loud
213.87,212665,97,loud
213.97,212769,117,loud
214.08,212873,11,loud
214.18,212977,127,loud
214.29,213081,115,loud
214.39,213186,21,loud
214.50,213293,0,loud
214.60,213397,0,loud
214.73,213525,59,loud
214.83,213629,86,loud
214.94,213733,142,loud
215.04,213837,115,loud
215.15,213941,143,loud
215.25,214046,39,loud
215.36,214153,132,loud
215.46,214257,127,loud
215.57,214362,43,loud
215.67,214469,0,loud
215.78,214573,0,loud
215.88,214677,0,loud
216.01,214801,0,loud
216.11,214905,0,loud
216.21,215010,0,loud
216.32,215117,4,loud
216.43,215221,106,loud
216.53,215325,43,loud
216.63,215429,98,loud
216.74,215534,103,loud
216.85,215641,127,loud
216.95,215745,106,loud
217.05,215849,135,loud
217.29,216086,0,loud
217.40,216193,0,loud
217.50,216297,119,loud
217.61,216401,7,loud
217.71,216505,114,loud
217.81,216609,80,loud
217.92,216714,126,loud
218.03,216821,80,loud
218.13,216926,149,loud
218.24,217033,69,loud
218.34,217137,7,loud
218.45,217241,0,loud
218.57,217365,0,loud
218.67,217469,0,loud
218.78,217573,0,loud
218.88,217677,0,loud
218.99,217781,0,loud
219.09,217885,0,loud
219.19,217989,0,loud
219.30,218093,0,loud
219.40,218197,0,loud
219.51,218301,0,loud
219.61,218406,0,loud
219.72,218513,0,loud
219.84,218637,112,loud
219.95,218741,95,loud
220.05,218845,153,loud
220.15,218950,90,loud
220.26,219057,61,loud
220.37,219161,88,loud
220.47,219265,114,loud
220.57,219369,113,loud
220.68,219473,117,loud
220.79,219581,141,loud
220.89,219685,149,loud
221.02,219814,80,loud
221.13,219921,36,loud
221.23,220026,85,loud
221.34,220133,63,loud
221.44,220237,144,loud
221.55,220341,103,loud
221.65,220445,15,loud
221.75,220549,0,loud
221.86,220653,0,loud
221.96,220757,127,loud
222.07,220861,133,loud
222.17,220966,101,loud
222.30,221093,64,loud
222.40,221197,149,loud
222.51,221301,125,loud
222.61,221405,41,loud
222.71,221509,15,loud
222.82,221613,159,loud
222.92,221718,86,loud
223.03,221826,21,loud
223.14,221933,0,loud
223.24,222037,0,loud
223.35,222141,11,loud
223.46,222253,0,loud
223.57,222369,43,loud
223.68,222473,26,loud
223.78,222577,124,loud
223.89,222681,124,loud
223.99,222786,17,loud
224.10,222893,0,loud
224.20,222997,19,loud
224.31,223101,0,loud
224.41,223205,92,loud
224.51,223309,0,loud
224.62,223413,19,loud
224.75,223542,137,loud
224.85,223650,46,loud
224.96,223757,88,loud
225.07,223861,9,loud
225.17,223965,0,loud
225.27,224069,44,loud
225.38,224174,85,loud
225.49,224281,104,loud
225.59,224385,90,loud
225.69,224489,66,loud
225.80,224593,0,loud
225.90,224697,0,loud
226.03,224825,0,loud
226.13,224929,0,loud
226.24,225033,0,loud
226.34,225137,0,loud
226.45,225246,0,loud
226.56,225353,0,loud
226.66,225457,0,loud
226.77,225561,0,loud
226.87,225665,72,loud
226.97,225770,146,loud
227.08,225877,124,loud
227.19,225981,135,loud
227.31,226105,114,loud
227.41,226209,85,loud
227.52,226313,105,loud
227.62,226417,43,loud
227.73,226521,0,loud
227.83,226626,140,loud
227.94,226733,105,loud
228.04,226837,105,loud
228.15,226941,71,loud
228.25,227046,0,loud
228.36,227153,0,loud
228.49,227282,0,loud
228.59,227389,0,loud
228.70,227493,0,loud
228.80,227597,0,loud
228.91,227701,0,loud
229.01,227805,0,loud
229.11,227909,0,loud
229.22,228013,64,loud
229.32,228117,99,loud
229.43,228222,26,loud
229.53,228329,63,loud
229.64,228433,52,loud
229.77,228561,126,loud
229.87,228666,135,loud
229.98,228773,124,loud
230.08,228877,127,loud
230.19,228981,0,loud
230.29,229085,4,loud
230.39,229189,4,loud
230.50,229293,0,loud
230.60,229397,0,loud
230.71,229501,0,loud
230.81,229606,164,loud
230.92,229713,160,loud
231.04,229837,68,loud
231.15,229941,80,loud
231.25,230045,142,loud
231.35,230149,126,loud
231.46,230253,101,loud
231.56,230357,48,loud
231.67,230462,23,loud
231.77,230569,120,loud
231.88,230673,69,loud
231.98,230777,0,loud
232.09,230881,75,loud
232.21,231009,159,loud
232.32,231113,66,loud
232.42,231217,100,loud
232.53,231321,118,loud
232.63,231425,9,loud
232.73,231531,36,loud
232.84,231637,7,loud
232.95,231741,57,loud
233.05,231845,36,loud
233.15,231949,0,loud
233.26,232053,0,loud
233.36,232158,0,loud
233.49,232285,0,loud
233.59,232389,0,loud
233.70,232493,0,loud
233.80,232597,0,loud
233.91,232701,151,loud
234.01,232805,40,loud
234.11,232909,164,loud
234.22,233013,53,loud
234.32,233117,51,loud
234.43,233221,173,loud
234.53,233329,147,loud
234.64,233433,89,loud
234.76,233557,72,loud
234.87,233661,61,loud
234.97,233765,36,loud
235.08,233873,157,loud
235.18,233977,46,loud
235.29,234081,99,loud
235.39,234185,134,loud
235.49,234289,36,loud
235.60,234393,7,loud
235.70,234498,0,loud
235.81,234605,0,loud
235.92,234717,0,loud
236.04,234833,37,loud
236.14,234937,125,loud
236.25,235045,77,loud
236.35,235149,85,loud
236.46,235253,151,loud
236.56,235358,88,loud
236.67,235465,84,loud
236.77,235569,60,loud
236.88,235673,169,loud
236.98,235777,121,loud
237.09,235881,51,loud
237.31,236109,0,loud
237.42,236213,84,loud
237.52,236317,84,loud
237.63,236421,0,loud
237.73,236525,0,loud
237.83,236629,127,loud
237.94,236733,108,loud
238.04,236838,0,loud
238.15,236945,0,loud
238.25,237049,0,loud
238.36,237153,0,loud
238.46,237257,0,loud
238.59,237383,0,loud
238.69,237489,0,loud
238.80,237593,0,loud
238.90,237697,0,loud
239.01,237801,0,loud
239.11,237905,146,loud
239.22,238013,129,loud
239.32,238117,19,loud
239.43,238221,0,loud
239.53,238325,0,loud
239.63,238429,0,loud
239.74,238534,0,loud
239.87,238661,116,loud
239.97,238765,148,loud
240.07,238869,150,loud
240.18,238973,137,loud
240.29,239082,28,loud
240.39,239189,0,loud
240.50,239293,0,loud
240.60,239398,0,loud
240.71,239505,0,loud
240.81,239609,0,loud
240.92,239718,0,loud
241.03,239825,0,loud
241.15,239949,0,loud
241.26,240053,0,loud
241.36,240157,0,loud
241.47,240262,0,loud
241.57,240369,0,loud
241.68,240473,0,loud
241.78,240577,0,loud
241.89,240681,0,loud
241.99,240786,0,loud
242.10,240893,0,loud
242.20,240997,24,loud
242.31,241101,31,loud
242.43,241225,26,loud
242.53,241329,23,loud
242.64,241434,17,loud
242.75,241541,17,loud
242.85,241645,42,loud
242.95,241749,24,loud
243.06,241853,4,loud
243.17,241962,59,loud
243.27,242069,15,loud
243.38,242173,7,loud
243.48,242278,0,loud
243.60,242393,0,loud
243.71,242509,11,loud
243.82,242613,0,loud
243.92,242717,0,loud
244.03,242821,118,loud
244.13,242925,41,loud
244.23,243029,39,loud
244.34,243134,33,loud
244.45,243241,90,loud
244.55,243345,78,loud
244.65,243449,33,loud
244.76,243553,65,loud
244.89,243681,0,loud
244.99,243785,0,loud
245.09,243889,150,loud
245.20,243993,32,loud
245.30,244098,100,loud
245.41,244205,150,loud
245.51,244309,85,loud
245.62,244413,41,loud
245.72,244517,130,loud
245.83,244621,109,loud
245.93,244725,72,loud
246.03,244830,7,loud
246.16,244953,0,loud
246.26,245058,0,loud
246.37,245165,0,loud
246.47,245269,149,loud
246.58,245378,135,loud
246.69,245485,32,loud
246.79,245589,83,loud
246.90,245693,49,loud
247.00,245797,23,loud
247.11,245906,0,loud
247.22,246014,7,loud
247.33,246121,145,loud
247.45,246245,155,loud
247.55,246349,19,loud
247.66,246458,147,loud
247.77,246565,147,loud
247.87,246669,105,loud
247.98,246773,91,loud
248.08,246877,56,loud
248.19,246981,133,loud
248.29,247089,145,loud
248.40,247193,122,loud
248.50,247297,148,loud
248.63,247421,111,loud
248.73,247525,146,loud
248.83,247629,126,loud
248.94,247733,124,loud
249.04,247837,121,loud
249.15,247941,136,loud
249.25,248045,142,loud
249.35,248149,123,loud
249.46,248253,65,loud
249.56,248357,138,loud
249.67,248461,112,loud
249.79,248585,35,loud
249.89,248689,122,loud
250.00,248798,7,loud
250.11,248905,121,loud
250.21,249009,121,loud
250.32,249113,41,loud
250.42,249217,0,loud
250.53,249321,0,loud
250.63,249425,0,loud
250.73,249529,0,loud
250.84,249633,0,loud
250.94,249737,0,loud
251.07,249861,0,loud
251.17,249966,0,loud
251.28,250073,0,loud
251.38,250177,0,loud
251.49,250281,0,loud
251.59,250385,0,loud
251.69,250489,152,loud
251.80,250597,92,loud
251.91,250701,139,loud
252.01,250805,39,loud
252.11,250910,164,loud
252.22,251017,87,loud
252.35,251141,81,loud
252.45,251245,69,loud
252.55,251349,0,loud
252.66,251453,23,loud
252.76,251557,66,loud
252.87,251661,151,loud
252.97,251765,41,loud
253.07,251869,154,loud
253.18,251973,111,loud
253.28,252077,151,loud
253.39,252181,146,loud
253.51,252306,97,loud
253.62,252413,0,loud
253.72,252517,0,loud
253.83,252621,0,loud
253.93,252725,0,loud
254.03,252830,0,loud
254.14,252938,77,loud
254.25,253045,83,loud
254.35,253149,37,loud
254.46,253253,61,loud
254.56,253357,111,loud
254.67,253466,119,loud
254.79,253589,115,loud
254.90,253693,0,loud
255.00,253797,154,loud
255.11,253901,67,loud
255.21,254009,95,loud
255.32,254113,142,loud
255.42,254217,92,loud
255.53,254321,11,loud
255.63,254425,0,loud
255.73,254529,0,loud
255.84,254634,0,loud
255.97,254761,0,loud
256.07,254865,0,loud
256.17,254969,0,loud
256.28,255074,0,loud
256.39,255181,0,loud
256.49,255285,0,loud
256.59,255389,0,loud
256.70,255493,149,loud
256.80,255597,152,loud
256.91,255701,106,loud
257.01,255806,136,loud
257.12,255913,71,loud
257.35,256149,67,loud
257.46,256254,112,loud
257.57,256361,0,loud
257.67,256465,31,loud
257.77,256569,151,loud
257.88,256673,90,loud
257.98,256777,99,loud
258.09,256881,146,loud
258.19,256986,52,loud
258.30,257093,0,loud
258.40,257197,0,loud
258.51,257301,155,loud
258.63,257426,123,loud
258.74,257534,0,loud
258.85,257641,0,loud
258.95,257745,0,loud
259.05,257849,0,loud
259.16,257953,0,loud
259.26,258057,0,loud
259.37,258161,0,loud
259.47,258265,0,loud
259.57,258369,0,loud
259.68,258473,0,loud
259.78,258577,0,loud
259.91,258701,0,loud
260.01,258805,0,loud
260.11,258909,0,loud
260.22,259013,0,loud
260.32,259117,0,loud
260.43,259221,0,loud
260.53,259329,0,loud
260.64,259433,0,loud
260.74,259537,0,loud
260.85,259641,0,loud
260.95,259745,0,loud
261.05,259850,0,loud
261.18,259973,19,loud
261.28,260077,0,loud
261.39,260181,0,loud
261.49,260285,0,loud
261.60,260394,52,loud
261.71,260501,177,loud
261.81,260605,55,loud
261.91,260710,172,loud
262.02,260817,166,loud
262.13,260921,180,loud
262.23,261026,108,loud
262.34,261133,23,loud
262.46,261257,0,loud
262.57,261361,0,loud
262.67,261465,91,loud
262.77,261569,125,loud
262.88,261673,52,loud
262.98,261777,56,loud
263.09,261881,121,loud
263.19,261985,141,loud
263.29,262089,90,loud
263.40,262193,11,loud
263.50,262297,0,loud
263.63,262425,0,loud
263.73,262529,124,loud
263.84,262637,142,loud
263.95,262741,126,loud
264.05,262845,31,loud
264.15,262949,52,loud
264.26,263053,153,loud
264.36,263157,48,loud
264.47,263261,138,loud
264.57,263365,26,loud
264.67,263469,96,loud
264.78,263573,151,loud
264.90,263697,55,loud
265.01,263802,111,loud
265.11,263909,124,loud
265.22,264013,17,loud
265.32,264117,0,loud
265.43,264221,0,loud
265.53,264325,0,loud
